Phase,Soil,Comp_Treatment,Rep,Pot,Individual,Species,Biomass,b_count,v_count,Tillers,Total_plants,Cheat_pct,Vent_pct
1,VEDU,15,3,179,3,VEDU,0.0208,6,4,1,10,60,40
1,VEDU,15,3,179,4,VEDU,0.0062,6,4,1,10,60,40
1,VEDU,16,1,323,1,VEDU,0.0122,8,4,2,12,66.66666667,33.33333333
1,VEDU,16,1,323,2,VEDU,0.0121,8,4,2,12,66.66666667,33.33333333
1,VEDU,16,1,323,3,VEDU,0.0361,8,4,2,12,66.66666667,33.33333333
1,VEDU,16,1,323,4,VEDU,0.015,8,4,2,12,66.66666667,33.33333333
1,VEDU,16,2,325,1,VEDU,0.0155,7,9,3,16,43.75,56.25
1,VEDU,16,2,325,2,VEDU,0.0092,7,9,1,16,43.75,56.25
1,VEDU,16,2,325,3,VEDU,0.0108,7,9,1,16,43.75,56.25
1,VEDU,16,2,325,4,VEDU,0.0098,7,9,1,16,43.75,56.25
1,VEDU,16,2,325,5,VEDU,0.0117,7,9,1,16,43.75,56.25
1,VEDU,16,2,325,6,VEDU,0.0102,7,9,2,16,43.75,56.25
1,VEDU,16,2,325,7,VEDU,0.0103,7,9,1,16,43.75,56.25
1,VEDU,16,2,325,8,VEDU,0.0079,7,9,1,16,43.75,56.25
1,VEDU,16,2,325,9,VEDU,0.0061,7,9,2,16,43.75,56.25
1,VEDU,18,3,540,1,VEDU,0.1125,1,3,5,4,25,75
1,VEDU,18,3,540,2,VEDU,0.0383,1,3,4,4,25,75
1,VEDU,18,3,540,3,VEDU,0.0188,1,3,1,4,25,75
1,VEDU,19,2,187,,VEDU,0.0157,0,1,3,1,0,100
1,VEDU,19,1,188,,VEDU,0.0044,0,1,2,1,0,100
1,VEDU,19,1,189,,VEDU,0.0618,0,1,3,1,0,100
1,VEDU,19,1,190,,VEDU,0.1108,0,1,8,1,0,100
1,VEDU,19,1,200,,VEDU,0.0122,0,1,1,1,0,100
1,VEDU,19,1,201,,VEDU,0.0877,0,1,6,1,0,100
1,VEDU,19,1,202,,VEDU,0.0765,0,1,3,1,0,100
1,VEDU,19,2,203,,VEDU,0.0463,0,1,5,1,0,100
1,VEDU,19,2,204,,VEDU,0.1143,0,1,4,1,0,100
1,VEDU,19,2,205,,VEDU,0.0201,0,1,4,1,0,100
1,VEDU,19,2,206,,VEDU,0.0333,0,1,3,1,0,100
1,VEDU,19,2,207,,VEDU,0.0907,0,1,5,1,0,100
1,VEDU,19,2,209,,VEDU,0.0446,0,1,3,1,0,100
1,VEDU,19,2,211,,VEDU,0.1536,0,1,3,1,0,100
1,VEDU,19,2,213,,VEDU,0.0664,0,1,6,1,0,100
1,VEDU,19,2,214,,VEDU,0.1295,0,1,5,1,0,100
1,VEDU,19,2,233,,VEDU,0.0197,0,1,1,1,0,100
1,VEDU,19,3,234,,VEDU,0.0407,0,1,3,1,0,100
1,VEDU,19,3,235,,VEDU,0.0436,0,1,2,1,0,100
1,VEDU,19,3,236,,VEDU,0.0278,0,1,2,1,0,100
1,VEDU,19,3,237,,VEDU,0.0432,0,1,3,1,0,100
1,VEDU,19,2,238,,VEDU,0.0304,0,1,4,1,0,100
1,VEDU,19,3,239,,VEDU,0.0404,0,1,4,1,0,100
1,VEDU,19,3,240,,VEDU,0.0356,0,1,4,1,0,100
1,VEDU,19,3,241,,VEDU,0.0683,0,1,4,1,0,100
1,VEDU,19,3,242,,VEDU,0.0486,0,1,3,1,0,100
1,VEDU,19,1,250,,VEDU,0.0241,0,1,3,1,0,100
1,VEDU,19,1,251,,VEDU,0.0345,0,1,3,1,0,100
1,VEDU,19,1,252,,VEDU,0.0137,0,1,1,1,0,100
1,VEDU,19,1,253,,VEDU,0.0202,0,1,3,1,0,100
1,VEDU,19,1,254,,VEDU,0.0299,0,1,4,1,0,100
1,VEDU,19,3,296,,VEDU,0.0117,0,2,2,2,0,100
1,VEDU,19,2,299,,VEDU,0.066,0,2,4,2,0,100
1,VEDU,19,3,309,,VEDU,0.0153,0,2,1,2,0,100
1,VEDU,19,3,310,,VEDU,0.0192,0,2,2,2,0,100
1,VEDU,19,3,546,1,VEDU,0.054,0,1,4,1,0,100
2,BRTE,0,1,152,1,BRTE,0.0301,1,0,1,1,100,0
2,BRTE,0,1,153,1,BRTE,0.1641,1,0,2,1,100,0
2,BRTE,0,1,157,1,BRTE,0.0025,1,0,1,1,100,0
2,BRTE,0,1,158,1,BRTE,0.0895,1,0,2,1,100,0
2,BRTE,0,1,159,1,BRTE,0.1206,1,0,3,1,100,0
2,BRTE,0,3,160,1,BRTE,0.0204,1,0,1,1,100,0
2,BRTE,0,3,161,1,BRTE,0.0844,1,0,2,1,100,0
2,BRTE,0,3,162,1,BRTE,0.135,1,0,3,1,100,0
2,BRTE,0,3,163,1,BRTE,0.1724,1,0,3,1,100,0
2,BRTE,0,2,164,1,BRTE,0.2534,1,0,4,1,100,0
2,BRTE,0,2,165,1,BRTE,0.3883,1,0,3,1,100,0
2,BRTE,0,2,166,1,BRTE,0.2419,1,0,2,1,100,0
2,BRTE,0,2,167,1,BRTE,0.5623,1,0,3,1,100,0
2,BRTE,0,2,168,1,BRTE,0.2273,1,0,3,1,100,0
2,BRTE,0,2,901,1,BRTE,0.2138,1,0,3,1,100,0
2,BRTE,0,2,902,1,BRTE,0.0214,1,0,1,1,100,0
2,BRTE,0,2,903,1,BRTE,0.1252,1,0,2,1,100,0
2,BRTE,0,3,930,1,BRTE,0.0276,1,0,2,1,100,0
2,BRTE,0,3,931,1,BRTE,0.2979,1,0,3,1,100,0
2,BRTE,0,3,932,1,BRTE,0.1832,1,0,3,1,100,0
2,BRTE,0,3,933,1,BRTE,0.0648,1,0,1,1,100,0
2,BRTE,0,2,934,1,BRTE,0.0159,1,0,1,1,100,0
2,BRTE,0,2,935,1,BRTE,0.1716,1,0,2,1,100,0
2,BRTE,0,2,936,1,BRTE,0.0301,1,0,2,1,100,0
2,BRTE,0,2,937,1,BRTE,0.1207,1,0,2,1,100,0
2,BRTE,0,2,938,1,BRTE,0.1921,1,0,3,1,100,0
2,BRTE,0,1,563,1,BRTE,0.3586,1,0,3,1,100,0
2,BRTE,0,1,564,1,BRTE,0.6345,1,0,4,1,100,0
2,BRTE,0,1,565,1,BRTE,0.2058,1,0,5,1,100,0
2,BRTE,0,1,566,1,BRTE,0.4359,1,0,3,1,100,0
2,BRTE,0,1,567,1,BRTE,0.0035,1,0,1,1,100,0
2,BRTE,0,2,605,1,BRTE,0.1186,1,0,3,1,100,0
2,BRTE,0,2,606,1,BRTE,0.1586,1,0,2,1,100,0
2,BRTE,0,2,607,1,BRTE,0.1358,1,0,2,1,100,0
2,BRTE,0,2,608,1,BRTE,0.3294,1,0,5,1,100,0
2,BRTE,0,2,609,1,BRTE,0.2088,1,0,3,1,100,0
2,BRTE,0,3,616,1,BRTE,0.1065,1,0,3,1,100,0
2,BRTE,0,3,617,1,BRTE,0.2432,1,0,3,1,100,0
2,BRTE,0,3,618,1,BRTE,0.0869,1,0,2,1,100,0
2,BRTE,0,3,619,1,BRTE,0.3201,1,0,4,1,100,0
2,BRTE,4,1,550,1,BRTE,0.0083,2,0,2,2,100,0
2,BRTE,4,1,550,2,BRTE,0.015,2,0,1,2,100,0
2,BRTE,5,2,119,1,BRTE,0.1551,2,0,3,2,100,0
2,BRTE,5,2,119,2,BRTE,0.1734,2,0,3,2,100,0
2,BRTE,5,3,120,1,BRTE,0.1363,2,0,3,2,100,0
2,BRTE,5,3,120,2,BRTE,0.0353,2,0,1,2,100,0
2,BRTE,6,1,122,1,BRTE,0.16,2,2,3,4,50,50
2,BRTE,6,1,122,2,BRTE,0.0316,2,2,1,4,50,50
2,BRTE,6,2,123,1,BRTE,0.0808,2,2,2,4,50,50
2,BRTE,6,2,123,2,BRTE,0.0753,2,2,1,4,50,50
2,BRTE,6,3,124,1,BRTE,0.107,2,2,2,4,50,50
2,BRTE,6,3,124,2,BRTE,0.1526,2,2,2,4,50,50
2,BRTE,7,1,125,1,BRTE,0.1043,2,1,3,3,66.66666667,33.33333333
2,BRTE,7,1,125,2,BRTE,0.1327,2,1,4,3,66.66666667,33.33333333
2,BRTE,7,2,126,1,BRTE,0.1083,2,4,3,6,33.33333333,66.66666667
2,BRTE,7,2,126,2,BRTE,0.1019,2,4,2,6,33.33333333,66.66666667
2,BRTE,7,3,127,1,BRTE,0.1106,2,4,3,6,33.33333333,66.66666667
2,BRTE,7,3,127,2,BRTE,0.1078,2,4,2,6,33.33333333,66.66666667
2,BRTE,8,1,128,1,BRTE,0.0532,2,8,2,10,20,80
2,BRTE,8,1,128,2,BRTE,0.0465,2,8,2,10,20,80
2,BRTE,8,2,129,1,BRTE,0.1991,2,5,2,7,28.57142857,71.42857143
2,BRTE,8,2,129,2,BRTE,0.1995,2,5,3,7,28.57142857,71.42857143
2,BRTE,8,3,130,1,BRTE,0.0234,3,7,1,10,30,70
2,BRTE,8,3,130,2,BRTE,0.1846,3,7,2,10,30,70
2,BRTE,8,3,459,3,BRTE,0.0351,3,7,1,10,30,70
2,BRTE,9,2,131,1,BRTE,0.1113,2,0,3,2,100,0
2,BRTE,9,2,131,2,BRTE,0.121,2,0,2,2,100,0
2,BRTE,9,3,132,1,BRTE,0.0409,4,0,1,4,100,0
2,BRTE,9,3,132,2,BRTE,0.0197,4,0,1,4,100,0
2,BRTE,9,3,132,3,BRTE,0.0348,4,0,2,4,100,0
2,BRTE,9,3,132,4,BRTE,0.0549,4,0,2,4,100,0
2,BRTE,10,1,137,1,BRTE,0.1287,2,2,2,4,50,50
2,BRTE,10,1,137,2,BRTE,0.0503,2,2,2,4,50,50
2,BRTE,10,2,138,1,BRTE,0.221,5,3,3,8,62.5,37.5
2,BRTE,10,2,138,2,BRTE,0.1973,5,3,2,8,62.5,37.5
2,BRTE,10,2,138,3,BRTE,0.039,5,3,2,8,62.5,37.5
2,BRTE,10,2,138,4,BRTE,0.0105,5,3,1,8,62.5,37.5
2,BRTE,10,2,138,5,BRTE,0.0277,5,3,1,8,62.5,37.5
2,BRTE,10,3,139,1,BRTE,0.1235,4,1,3,5,80,20
2,BRTE,10,3,139,2,BRTE,0.0125,4,1,1,5,80,20
2,BRTE,10,3,139,3,BRTE,0.0164,4,1,1,5,80,20
2,BRTE,10,3,139,4,BRTE,0.0066,4,1,1,5,80,20
2,BRTE,11,1,134,1,BRTE,0.1021,5,4,3,9,55.55555556,44.44444444
2,BRTE,11,1,134,2,BRTE,0.0944,5,4,3,9,55.55555556,44.44444444
2,BRTE,11,1,134,3,BRTE,0.0092,5,4,1,9,55.55555556,44.44444444
2,BRTE,11,1,134,4,BRTE,0.066,5,4,2,9,55.55555556,44.44444444
2,BRTE,11,1,134,5,BRTE,0.0385,5,4,1,9,55.55555556,44.44444444
2,BRTE,11,2,135,1,BRTE,0.0406,4,6,2,10,40,60
2,BRTE,11,2,135,2,BRTE,0.0907,4,6,3,10,40,60
2,BRTE,11,2,135,3,BRTE,0.0139,4,6,1,10,40,60
2,BRTE,11,2,135,4,BRTE,0.0757,4,6,2,10,40,60
2,BRTE,11,3,136,1,BRTE,0.1062,3,3,3,6,50,50
2,BRTE,11,3,136,2,BRTE,0.0272,3,3,1,6,50,50
2,BRTE,11,3,136,3,BRTE,0.0868,3,3,2,6,50,50
2,BRTE,12,1,140,1,BRTE,0.0833,3,8,2,11,27.27272727,72.72727273
2,BRTE,12,1,140,2,BRTE,0.1097,3,8,2,11,27.27272727,72.72727273
2,BRTE,12,1,140,3,BRTE,0.2047,3,8,3,11,27.27272727,72.72727273
2,BRTE,12,3,141,1,BRTE,0.0311,6,6,1,12,50,50
2,BRTE,12,3,141,2,BRTE,0.0354,6,6,1,12,50,50
2,BRTE,12,3,141,3,BRTE,0.0349,6,6,1,12,50,50
2,BRTE,12,3,141,4,BRTE,0.0095,6,6,1,12,50,50
2,BRTE,12,3,141,5,BRTE,0.0547,6,6,2,12,50,50
2,BRTE,12,3,141,6,BRTE,0.0244,6,6,1,12,50,50
2,BRTE,12,2,142,1,BRTE,0.0871,5,4,1,9,55.55555556,44.44444444
2,BRTE,12,2,142,2,BRTE,0.0769,5,4,2,9,55.55555556,44.44444444
2,BRTE,12,2,142,3,BRTE,0.0725,5,4,2,9,55.55555556,44.44444444
2,BRTE,12,2,142,4,BRTE,0.0683,5,4,1,9,55.55555556,44.44444444
2,BRTE,12,2,142,5,BRTE,0.0097,5,4,1,9,55.55555556,44.44444444
2,BRTE,13,1,143,1,BRTE,0.1282,9,0,2,9,100,0
2,BRTE,13,1,143,2,BRTE,0.115,9,0,2,9,100,0
2,BRTE,13,1,143,3,BRTE,0.0647,9,0,1,9,100,0
2,BRTE,13,1,143,4,BRTE,0.0087,9,0,1,9,100,0
2,BRTE,13,1,143,5,BRTE,0.0604,9,0,2,9,100,0
2,BRTE,13,1,143,6,BRTE,0.0541,9,0,1,9,100,0
2,BRTE,13,1,143,7,BRTE,0.0653,9,0,2,9,100,0
2,BRTE,13,1,143,8,BRTE,0.0706,9,0,2,9,100,0
2,BRTE,13,1,143,9,BRTE,0.0114,9,0,1,9,100,0
2,BRTE,13,3,144,1,BRTE,0.0955,8,0,2,8,100,0
2,BRTE,13,3,144,2,BRTE,0.0607,8,0,1,8,100,0
2,BRTE,13,3,144,3,BRTE,0.0365,8,0,1,8,100,0
2,BRTE,13,3,144,4,BRTE,0.1182,8,0,2,8,100,0
2,BRTE,13,3,144,5,BRTE,0.0511,8,0,1,8,100,0
2,BRTE,13,3,144,6,BRTE,0.0116,8,0,1,8,100,0
2,BRTE,13,3,144,7,BRTE,0.0506,8,0,1,8,100,0
2,BRTE,13,3,144,8,BRTE,0.0636,8,0,1,8,100,0
2,BRTE,14,1,146,1,BRTE,0.083,7,3,2,10,70,30
2,BRTE,14,1,146,2,BRTE,0.1139,7,3,2,10,70,30
2,BRTE,14,1,146,3,BRTE,0.1919,7,3,4,10,70,30
2,BRTE,14,1,146,4,BRTE,0.0386,7,3,2,10,70,30
2,BRTE,14,1,146,5,BRTE,0.0872,7,3,3,10,70,30
2,BRTE,14,1,146,6,BRTE,0.0329,7,3,1,10,70,30
2,BRTE,14,1,146,7,BRTE,0.0091,7,3,1,10,70,30
2,BRTE,14,1,147,1,BRTE,0.0461,7,3,2,10,70,30
2,BRTE,14,1,147,2,BRTE,0.0424,7,3,2,10,70,30
2,BRTE,14,1,147,3,BRTE,0.0348,7,3,3,10,70,30
2,BRTE,14,1,147,4,BRTE,0.0452,7,3,3,10,70,30
2,BRTE,14,1,147,5,BRTE,0.0628,7,3,3,10,70,30
2,BRTE,14,1,147,6,BRTE,0.016,7,3,2,10,70,30
2,BRTE,14,1,147,7,BRTE,0.0043,7,3,1,10,70,30
2,BRTE,14,3,148,1,BRTE,0.0167,8,1,1,9,88.88888889,11.11111111
2,BRTE,14,3,148,2,BRTE,0.0381,8,1,2,9,88.88888889,11.11111111
2,BRTE,14,3,148,3,BRTE,0.0361,8,1,1,9,88.88888889,11.11111111
2,BRTE,14,3,148,4,BRTE,0.0526,8,1,2,9,88.88888889,11.11111111
2,BRTE,14,3,148,5,BRTE,0.0932,8,1,2,9,88.88888889,11.11111111
2,BRTE,14,3,148,6,BRTE,0.0108,8,1,1,9,88.88888889,11.11111111
2,BRTE,14,3,148,7,BRTE,0.0131,8,1,1,9,88.88888889,11.11111111
2,BRTE,14,3,148,8,BRTE,0.0071,8,1,1,9,88.88888889,11.11111111
2,BRTE,15,3,515,5,BRTE,0.0217,1,0,1,1,100,0
2,BRTE,15,2,514,1,BRTE,0.0537,5,6,2,11,45.45454545,54.54545455
2,BRTE,15,2,514,2,BRTE,0.1007,5,6,2,11,45.45454545,54.54545455
2,BRTE,15,2,514,3,BRTE,0.0399,5,6,2,11,45.45454545,54.54545455
2,BRTE,15,2,514,4,BRTE,0.0385,5,6,1,11,45.45454545,54.54545455
2,BRTE,15,2,514,5,BRTE,0.0298,5,6,2,11,45.45454545,54.54545455
2,BRTE,15,2,511,6,BRTE,0.1116,1,4,3,5,20,80
2,BRTE,15,3,515,1,BRTE,0.0664,8,1,2,9,88.88888889,11.11111111
2,BRTE,15,3,515,2,BRTE,0.059,8,1,1,9,88.88888889,11.11111111
2,BRTE,15,3,515,3,BRTE,0.0522,8,1,1,9,88.88888889,11.11111111
2,BRTE,15,3,515,4,BRTE,0.0249,8,1,2,9,88.88888889,11.11111111
2,BRTE,15,3,515,5,BRTE,0.0918,8,1,2,9,88.88888889,11.11111111
2,BRTE,15,3,515,6,BRTE,0.0435,8,1,1,9,88.88888889,11.11111111
2,BRTE,15,3,515,7,BRTE,0.0985,8,1,3,9,88.88888889,11.11111111
2,BRTE,15,3,515,8,BRTE,0.0404,8,1,2,9,88.88888889,11.11111111
2,BRTE,16,1,520,1,BRTE,0.0833,9,8,2,17,52.94117647,47.05882353
2,BRTE,16,1,520,2,BRTE,0.0491,9,8,3,17,52.94117647,47.05882353
2,BRTE,16,1,520,3,BRTE,0.0443,9,8,1,17,52.94117647,47.05882353
2,BRTE,16,1,520,4,BRTE,0.0385,9,8,2,17,52.94117647,47.05882353
2,BRTE,16,1,520,5,BRTE,0.0359,9,8,2,17,52.94117647,47.05882353
2,BRTE,16,1,520,6,BRTE,0.0098,9,8,1,17,52.94117647,47.05882353
2,BRTE,16,1,520,7,BRTE,0.0101,9,8,1,17,52.94117647,47.05882353
2,BRTE,16,1,520,8,BRTE,0.01,9,8,1,17,52.94117647,47.05882353
2,BRTE,16,1,520,9,BRTE,0.013,9,8,1,17,52.94117647,47.05882353
2,BRTE,16,2,521,1,BRTE,0.0625,8,2,2,10,80,20
2,BRTE,16,2,521,2,BRTE,0.0971,8,2,3,10,80,20
2,BRTE,16,2,521,3,BRTE,0.1278,8,2,2,10,80,20
2,BRTE,16,2,521,4,BRTE,0.0191,8,2,1,10,80,20
2,BRTE,16,2,521,5,BRTE,0.0699,8,2,2,10,80,20
2,BRTE,16,2,521,6,BRTE,0.0055,8,2,1,10,80,20
2,BRTE,16,2,521,7,BRTE,0.033,8,2,1,10,80,20
2,BRTE,16,2,521,8,BRTE,0.0035,8,2,1,10,80,20
2,BRTE,16,3,523,1,BRTE,0.0465,8,4,1,12,66.66666667,33.33333333
2,BRTE,16,3,523,2,BRTE,0.0739,8,4,1,12,66.66666667,33.33333333
2,BRTE,16,3,523,3,BRTE,0.0371,8,4,1,12,66.66666667,33.33333333
2,BRTE,16,3,523,4,BRTE,0.0317,8,4,1,12,66.66666667,33.33333333
2,BRTE,16,3,523,5,BRTE,0.0399,8,4,1,12,66.66666667,33.33333333
2,BRTE,16,3,523,6,BRTE,0.0676,8,4,2,12,66.66666667,33.33333333
2,BRTE,16,3,523,7,BRTE,0.0497,8,4,1,12,66.66666667,33.33333333
2,BRTE,16,3,523,8,BRTE,0.0345,8,4,1,12,66.66666667,33.33333333
2,BRTE,17,1,525,1,BRTE,0.0539,12,0,2,12,100,0
2,BRTE,17,1,525,2,BRTE,0.0353,12,0,1,12,100,0
2,BRTE,17,1,525,3,BRTE,0.0438,12,0,2,12,100,0
2,BRTE,17,1,525,4,BRTE,0.0511,12,0,2,12,100,0
2,BRTE,17,1,525,5,BRTE,0.022,12,0,2,12,100,0
2,BRTE,17,1,525,6,BRTE,0.0448,12,0,3,12,100,0
2,BRTE,17,1,525,7,BRTE,0.0051,12,0,1,12,100,0
2,BRTE,17,1,525,8,BRTE,0.0327,12,0,2,12,100,0
2,BRTE,17,1,525,9,BRTE,0.0019,12,0,1,12,100,0
2,BRTE,17,1,525,10,BRTE,0.0267,12,0,2,12,100,0
2,BRTE,17,1,525,11,BRTE,0.0491,12,0,2,12,100,0
2,BRTE,17,1,525,12,BRTE,0.0174,12,0,2,12,100,0
2,BRTE,17,2,529,1,BRTE,0.011,12,0,1,12,100,0
2,BRTE,17,2,529,2,BRTE,0.0121,12,0,1,12,100,0
2,BRTE,17,2,529,3,BRTE,0.042,12,0,2,12,100,0
2,BRTE,17,2,529,4,BRTE,0.0168,12,0,2,12,100,0
2,BRTE,17,2,529,5,BRTE,0.0117,12,0,1,12,100,0
2,BRTE,17,2,529,6,BRTE,0.0188,12,0,1,12,100,0
2,BRTE,17,2,529,7,BRTE,0.0367,12,0,3,12,100,0
2,BRTE,17,2,529,8,BRTE,0.0108,12,0,1,12,100,0
2,BRTE,17,2,529,9,BRTE,0.0061,12,0,1,12,100,0
2,BRTE,17,2,529,10,BRTE,0.0012,12,0,1,12,100,0
2,BRTE,17,2,529,11,BRTE,0.0077,12,0,1,12,100,0
2,BRTE,17,2,529,12,BRTE,0.0017,12,0,1,12,100,0
2,BRTE,17,3,531,1,BRTE,0.0341,16,0,2,16,100,0
2,BRTE,17,3,531,2,BRTE,0.055,16,0,1,16,100,0
2,BRTE,17,3,531,3,BRTE,0.0168,16,0,1,16,100,0
2,BRTE,17,3,531,4,BRTE,0.0683,16,0,1,16,100,0
2,BRTE,17,3,531,5,BRTE,0.0644,16,0,2,16,100,0
2,BRTE,17,3,531,6,BRTE,0.0336,16,0,2,16,100,0
2,BRTE,17,3,531,7,BRTE,0.0176,16,0,1,16,100,0
2,BRTE,17,3,531,8,BRTE,0.0103,16,0,1,16,100,0
2,BRTE,17,3,531,9,BRTE,0.0242,16,0,1,16,100,0
2,BRTE,17,3,531,10,BRTE,0.0204,16,0,1,16,100,0
2,BRTE,17,3,531,11,BRTE,0.0454,16,0,1,16,100,0
2,BRTE,17,3,531,12,BRTE,0.0629,16,0,2,16,100,0
2,BRTE,17,3,531,13,BRTE,0.0232,16,0,1,16,100,0
2,BRTE,17,3,531,14,BRTE,0.0082,16,0,1,16,100,0
2,BRTE,17,3,531,15,BRTE,0.038,16,0,2,16,100,0
2,BRTE,17,3,531,16,BRTE,0.0384,16,0,3,16,100,0
2,BRTE,18,3,534,1,BRTE,0.0932,1,0,3,1,100,0
2,BRTE,18,2,537,1,BRTE,0.044,1,0,1,1,100,0
2,BRTE,18,1,539,1,BRTE,0.1305,1,0,4,1,100,0
2,BRTE,0,3,151,1,VEDU,0.062,0,1,6,1,0,100
2,BRTE,0,3,151,1,VEDU,0.0699,0,1,4,1,0,100
2,BRTE,0,3,154,1,VEDU,0.0088,0,1,2,1,0,100
2,BRTE,0,3,154,1,VEDU,0.0327,0,1,3,1,0,100
2,BRTE,0,3,155,1,VEDU,0.0036,0,1,1,1,0,100
2,BRTE,0,1,155,1,VEDU,0.0021,0,1,1,1,0,100
2,BRTE,0,1,156,1,VEDU,0.0241,0,1,2,1,0,100
2,BRTE,0,1,156,1,VEDU,0.0059,0,1,1,1,0,100
2,BRTE,0,3,157,1,VEDU,0.0058,0,1,1,1,0,100
2,BRTE,0,3,169,1,VEDU,0.0084,0,1,1,1,0,100
2,BRTE,0,3,170,1,VEDU,0.04,0,1,4,1,0,100
2,BRTE,0,3,171,1,VEDU,0.0277,0,1,1,1,0,100
2,BRTE,0,3,172,1,VEDU,0.0015,0,1,1,1,0,100
2,BRTE,0,2,173,1,VEDU,0.0541,0,1,4,1,0,100
2,BRTE,0,2,110,1,VEDU,0.0299,0,1,3,1,0,100
2,BRTE,0,1,110,1,VEDU,0.0235,0,2,3,2,0,100
2,BRTE,0,1,110,2,VEDU,0.0035,0,2,2,2,0,100
2,BRTE,0,1,569,1,VEDU,0.0679,0,1,4,1,0,100
2,BRTE,0,1,570,1,VEDU,0.0398,0,1,3,1,0,100
2,BRTE,0,1,571,1,VEDU,0.0429,0,1,3,1,0,100
2,BRTE,0,1,572,1,VEDU,0.035,0,1,4,1,0,100
2,BRTE,0,1,593,1,VEDU,0.0334,0,1,5,1,0,100
2,BRTE,0,1,594,1,VEDU,0.0128,0,1,2,1,0,100
2,BRTE,0,1,595,1,VEDU,0.0083,0,1,1,1,0,100
2,BRTE,1,3,110,1,VEDU,0.0053,0,2,1,2,0,100
2,BRTE,1,3,110,2,VEDU,0.0042,0,2,1,2,0,100
2,BRTE,1,1,111,1,VEDU,0.0367,0,2,3,2,0,100
2,BRTE,1,1,111,2,VEDU,0.0097,0,2,2,2,0,100
2,BRTE,2,3,113,1,VEDU,0.0014,0,4,1,4,0,100
2,BRTE,2,3,113,2,VEDU,0.0133,0,4,2,4,0,100
2,BRTE,2,3,113,3,VEDU,0.0064,0,4,2,4,0,100
2,BRTE,2,3,113,4,VEDU,0.0014,0,4,1,4,0,100
2,BRTE,2,1,114,1,VEDU,0.007,0,2,1,2,0,100
2,BRTE,2,1,114,2,VEDU,0.0095,0,2,2,2,0,100
2,BRTE,2,1,115,1,VEDU,0.0349,0,4,3,4,0,100
2,BRTE,2,1,115,2,VEDU,0.0038,0,4,1,4,0,100
2,BRTE,2,1,115,3,VEDU,0.0027,0,4,1,4,0,100
2,BRTE,2,1,115,4,VEDU,0.0108,0,4,2,4,0,100
2,BRTE,3,3,149,1,VEDU,0.0047,0,9,1,9,0,100
2,BRTE,3,3,149,2,VEDU,0.0011,0,9,1,9,0,100
2,BRTE,3,3,149,3,VEDU,0.0052,0,9,1,9,0,100
2,BRTE,3,3,149,4,VEDU,0.01,0,9,2,9,0,100
2,BRTE,3,3,149,5,VEDU,0.0109,0,9,2,9,0,100
2,BRTE,3,3,149,6,VEDU,0.0205,0,9,3,9,0,100
2,BRTE,3,3,149,7,VEDU,0.0019,0,9,1,9,0,100
2,BRTE,3,3,149,8,VEDU,0.0006,0,9,1,9,0,100
2,BRTE,3,1,150,1,VEDU,0.0202,0,11,1,11,0,100
2,BRTE,3,1,150,2,VEDU,0.0251,0,11,3,11,0,100
2,BRTE,3,1,150,3,VEDU,0.0018,0,11,1,11,0,100
2,BRTE,3,1,150,4,VEDU,0.0222,0,11,3,11,0,100
2,BRTE,3,1,150,5,VEDU,0.0187,0,11,2,11,0,100
2,BRTE,3,1,150,6,VEDU,0.0052,0,11,1,11,0,100
2,BRTE,3,1,150,7,VEDU,0.0033,0,11,1,11,0,100
2,BRTE,3,1,150,8,VEDU,0.01,0,11,2,11,0,100
2,BRTE,3,1,150,9,VEDU,0.0034,0,11,1,11,0,100
2,BRTE,3,1,150,10,VEDU,0.0012,0,11,1,11,0,100
2,BRTE,3,1,150,11,VEDU,0.0286,0,11,4,11,0,100
2,BRTE,3,1,586,1,VEDU,0.0199,0,8,3,8,0,100
2,BRTE,3,1,586,2,VEDU,0.0089,0,8,1,8,0,100
2,BRTE,3,1,586,3,VEDU,0.0145,0,8,2,8,0,100
2,BRTE,3,1,586,4,VEDU,0.0261,0,8,3,8,0,100
2,BRTE,3,1,586,5,VEDU,0.0129,0,8,1,8,0,100
2,BRTE,3,1,586,6,VEDU,0.0172,0,8,2,8,0,100
2,BRTE,3,1,586,7,VEDU,0.0248,0,8,3,8,0,100
2,BRTE,3,1,586,8,VEDU,0.0314,0,8,4,8,0,100
2,BRTE,4,3,116,1,VEDU,0.0072,0,14,1,14,0,100
2,BRTE,4,3,116,2,VEDU,0.0155,0,14,3,14,0,100
2,BRTE,4,3,116,3,VEDU,0.0171,0,14,2,14,0,100
2,BRTE,4,3,116,4,VEDU,0.0055,0,14,2,14,0,100
2,BRTE,4,3,116,5,VEDU,0.0165,0,14,3,14,0,100
2,BRTE,4,3,116,6,VEDU,0.0126,0,14,2,14,0,100
2,BRTE,4,3,116,7,VEDU,0.0063,0,14,1,14,0,100
2,BRTE,4,3,116,8,VEDU,0.007,0,14,1,14,0,100
2,BRTE,4,3,116,9,VEDU,0.0144,0,14,3,14,0,100
2,BRTE,4,3,116,10,VEDU,0.0061,0,14,1,14,0,100
2,BRTE,4,3,116,11,VEDU,0.0145,0,14,2,14,0,100
2,BRTE,4,3,116,12,VEDU,0.0166,0,14,2,14,0,100
2,BRTE,4,3,116,13,VEDU,0.0093,0,14,2,14,0,100
2,BRTE,4,3,116,14,VEDU,0.0026,0,14,1,14,0,100
